Nb de candidats ayant fait au moins un vœu confirmé PP;Nb de cddt ayant au moins une proposition Parcoursup;Etablissement;Type de formation de la scolarité;Profil synthétique candidat;Sexe;Académie de rattachement
1;1;Lycée DES METIERS LA SALLE ST NICOLAS;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
1;3;Lycée DES METIERS LA SALLE ST NICOLAS;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Lycée DES METIERS LA SALLE ST NICOLAS;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);M;Versailles
21;22;Lycée DES METIERS LA SALLE ST NICOLAS;Terminale;Lycéens de Terminale;F;Versailles
81;81;Lycée DES METIERS LA SALLE ST NICOLAS;Terminale;Lycéens de Terminale;M;Versailles
6;3;Lycée De Villaroy;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
9;7;Lycée De Villaroy;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Lycée De Villaroy;Première;Autres;F;Versailles
134;108;Lycée De Villaroy;Terminale;Lycéens de Terminale;F;Versailles
144;118;Lycée De Villaroy;Terminale;Lycéens de Terminale;M;Versailles
2;2;Lycée Diderot;Autre formation du secondaire;Autres;F;Paris
6;5;Lycée Diderot;Autre formation du secondaire;Autres;M;Paris
1;;Lycée Diderot;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Paris
1;2;Lycée Diderot;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
14;14;Lycée Diderot;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Lycée Diderot;BTS - BTSA - BTSM;Non scolarisés;M;Paris
0;;Lycée Diderot;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);M;Paris
0;;Lycée Diderot;Première;Autres;M;Paris
0;;Lycée Diderot;Seconde;Autres;F;Paris
0;;Lycée Diderot;Seconde;Autres;M;Paris
46;44;Lycée Diderot;Terminale;Lycéens de Terminale;F;Paris
167;158;Lycée Diderot;Terminale;Lycéens de Terminale;M;Paris
0;;LYCEE DU BOURGET;Première;Autres;F;Créteil
126;123;LYCEE DU BOURGET;Terminale;Lycéens de Terminale;F;Créteil
99;93;LYCEE DU BOURGET;Terminale;Lycéens de Terminale;M;Créteil
32;32;Lycée Du Cours Secondaire D'Orsay;Terminale;Lycéens de Terminale;F;Versailles
38;36;Lycée Du Cours Secondaire D'Orsay;Terminale;Lycéens de Terminale;M;Versailles
0;;Lycée du Gué-à-Tresmes;Autre formation du secondaire;Autres;M;Créteil
1;1;Lycée du Gué-à-Tresmes;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
0;;Lycée du Gué-à-Tresmes;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
5;4;Lycée du Gué-à-Tresmes;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);F;Créteil
1;;Lycée du Gué-à-Tresmes;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);M;Créteil
6;6;Lycée du Gué-à-Tresmes;Mise à niveau (MANAA, MANH, ...);Etudiants (réorientation, mise à niveau);F;Créteil
5;6;Lycée du Gué-à-Tresmes;Mise à niveau (MANAA, MANH, ...);Etudiants (réorientation, mise à niveau);M;Créteil
44;42;Lycée du Gué-à-Tresmes;Terminale;Lycéens de Terminale;F;Créteil
32;27;Lycée du Gué-à-Tresmes;Terminale;Lycéens de Terminale;M;Créteil
0;;Lycée Dumont D'Urville;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
1;2;Lycée Dumont D'Urville;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Lycée Dumont D'Urville;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);F;Versailles
3;1;Lycée Dumont D'Urville;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);M;Versailles
111;103;Lycée Dumont D'Urville;Terminale;Lycéens de Terminale;F;Versailles
87;71;Lycée Dumont D'Urville;Terminale;Lycéens de Terminale;M;Versailles
1;1;Lycée du Parc des Loges;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Versailles
4;3;Lycée du Parc des Loges;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
2;;Lycée du Parc des Loges;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
13;14;Lycée du Parc des Loges;CPGE;Etudiants (réorientation, mise à niveau);F;Versailles
34;33;Lycée du Parc des Loges;CPGE;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Lycée du Parc des Loges;Seconde;Autres;M;Versailles
323;291;Lycée du Parc des Loges;Terminale;Lycéens de Terminale;F;Versailles
153;130;Lycée du Parc des Loges;Terminale;Lycéens de Terminale;M;Versailles
54;53;Lycée Edgar Poe;Terminale;Lycéens de Terminale;F;Paris
46;42;Lycée Edgar Poe;Terminale;Lycéens de Terminale;M;Paris
1;1;Lycée Edgar Quinet;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Lycée Edgar Quinet;Autre formation du supérieur;Non scolarisés;F;Paris
2;1;Lycée Edgar Quinet;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
9;2;Lycée Edgar Quinet;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
1;;Lycée Edgar Quinet;BTS - BTSA - BTSM;Non scolarisés;F;Paris
1;1;Lycée Edgar Quinet;BTS - BTSA - BTSM;Non scolarisés;M;Paris
0;;Lycée Edgar Quinet;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);F;Paris
0;;Lycée Edgar Quinet;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);M;Paris
95;77;Lycée Edgar Quinet;Terminale;Lycéens de Terminale;F;Paris
85;65;Lycée Edgar Quinet;Terminale;Lycéens de Terminale;M;Paris
16;9;Lycée Edmond Michelet;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;;Lycée Edmond Michelet;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
168;162;Lycée Edmond Michelet;Terminale;Lycéens de Terminale;F;Versailles
198;179;Lycée Edmond Michelet;Terminale;Lycéens de Terminale;M;Versailles
0;;Lycée Edmond Rostand;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Versailles
3;2;Lycée Edmond Rostand;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
2;1;Lycée Edmond Rostand;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Lycée Edmond Rostand;BTS - BTSA - BTSM;Non scolarisés;F;Versailles
176;151;Lycée Edmond Rostand;Terminale;Lycéens de Terminale;F;Versailles
126;100;Lycée Edmond Rostand;Terminale;Lycéens de Terminale;M;Versailles
0;;Lycée Edouard Branly;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
7;6;Lycée Edouard Branly;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
2;1;Lycée Edouard Branly;BTS - BTSA - BTSM;Non scolarisés;M;Créteil
0;;Lycée Edouard Branly;Première;Autres;M;Créteil
182;168;Lycée Edouard Branly;Terminale;Lycéens de Terminale;F;Créteil
328;299;Lycée Edouard Branly;Terminale;Lycéens de Terminale;M;Créteil
4;4;Lycée Education et Savoir;Terminale;Lycéens de Terminale;F;Créteil
2;2;Lycée Education et Savoir;Terminale;Lycéens de Terminale;M;Créteil
22;17;Lycée Elisa Lemonnier;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
2;2;Lycée Elisa Lemonnier;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
3;3;Lycée Elisa Lemonnier;BTS - BTSA - BTSM;Non scolarisés;F;Paris
0;;Lycée Elisa Lemonnier;Première;Autres;M;Paris
145;125;Lycée Elisa Lemonnier;Terminale;Lycéens de Terminale;F;Paris
68;45;Lycée Elisa Lemonnier;Terminale;Lycéens de Terminale;M;Paris
11;10;Lycée Emile Dubois;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
11;8;Lycée Emile Dubois;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
5;3;Lycée Emile Dubois;BTS - BTSA - BTSM;Non scolarisés;F;Paris
1;1;Lycée Emile Dubois;BTS - BTSA - BTSM;Non scolarisés;M;Paris
0;;Lycée Emile Dubois;Première;Autres;M;Paris
127;112;Lycée Emile Dubois;Terminale;Lycéens de Terminale;F;Paris
33;27;Lycée Emile Dubois;Terminale;Lycéens de Terminale;M;Paris
0;;Lycée Emilie De Breteuil;Première;Autres;F;Versailles
0;;Lycée Emilie De Breteuil;Première;Autres;M;Versailles
0;;Lycée Emilie De Breteuil;Seconde;Autres;M;Versailles
115;112;Lycée Emilie De Breteuil;Terminale;Lycéens de Terminale;F;Versailles
185;178;Lycée Emilie De Breteuil;Terminale;Lycéens de Terminale;M;Versailles
1;2;Lycée Emilie du Châtelet;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
0;;Lycée Emilie du Châtelet;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
9;9;Lycée Emilie du Châtelet;Mise à niveau (MANAA, MANH, ...);Etudiants (réorientation, mise à niveau);F;Créteil
6;6;Lycée Emilie du Châtelet;Mise à niveau (MANAA, MANH, ...);Etudiants (réorientation, mise à niveau);M;Créteil
0;;Lycée Emilie du Châtelet;Première;Autres;F;Créteil
0;;Lycée Emilie du Châtelet;Première;Autres;M;Créteil
0;;Lycée Emilie du Châtelet;Seconde;Autres;M;Créteil
185;179;Lycée Emilie du Châtelet;Terminale;Lycéens de Terminale;F;Créteil
160;134;Lycée Emilie du Châtelet;Terminale;Lycéens de Terminale;M;Créteil
1;1;Lycée Emilie du Châtelet;Terminale;Non scolarisés;M;Créteil
0;1;Lycée Emily Brontë;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
1;1;Lycée Emily Brontë;BTS - BTSA - BTSM;Non scolarisés;M;Créteil
171;157;Lycée Emily Brontë;Terminale;Lycéens de Terminale;F;Créteil
118;97;Lycée Emily Brontë;Terminale;Lycéens de Terminale;M;Créteil
0;;Lycée Emily Brontë;Terminale;Non scolarisés;M;Créteil
6;3;Lycée E. Mounier;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
5;2;Lycée E. Mounier;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
2;1;Lycée E. Mounier;BTS - BTSA - BTSM;Non scolarisés;F;Versailles
5;3;Lycée E. Mounier;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
0;;Lycée E. Mounier;Classe de remise à niveau (Scientifique, pour entrer en BTS, ...);Etudiants (réorientation, mise à niveau);F;Versailles
0;;Lycée E. Mounier;Première;Autres;F;Versailles
158;148;Lycée E. Mounier;Terminale;Lycéens de Terminale;F;Versailles
127;112;Lycée E. Mounier;Terminale;Lycéens de Terminale;M;Versailles
62;62;Lycée Epin;Terminale;Lycéens de Terminale;F;Créteil
43;43;Lycée Epin;Terminale;Lycéens de Terminale;M;Créteil
2;;Lycée EPMC La Ruche;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
10;9;Lycée Espagnol Luis Bunuel;Terminale;Scolarité étrangère;F;Versailles
9;8;Lycée Espagnol Luis Bunuel;Terminale;Scolarité étrangère;M;Versailles
96;94;Lycée Esperance;Terminale;Lycéens de Terminale;F;Créteil
88;81;Lycée Esperance;Terminale;Lycéens de Terminale;M;Créteil
22;15;Lycée ESTBA;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
7;6;Lycée ESTBA;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Lycée ESTBA;BTS - BTSA - BTSM;Non scolarisés;F;Paris
3;3;Lycée ESTBA;Classe de remise à niveau (Scientifique, pour entrer en BTS, ...);Etudiants (réorientation, mise à niveau);F;Paris
1;1;Lycée ESTBA;Classe de remise à niveau (Scientifique, pour entrer en BTS, ...);Etudiants (réorientation, mise à niveau);M;Paris
1;1;Lycée ESTBA;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Paris
1;1;Lycée Estienne Esaig;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
0;;Lycée Estienne Esaig;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Paris
5;4;Lycée Estienne Esaig;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
4;3;Lycée Estienne Esaig;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
6;5;Lycée Estienne Esaig;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);F;Paris
1;;Lycée Estienne Esaig;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Lycée Etienne Bezout;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
4;3;Lycée Etienne Bezout;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
0;;Lycée Etienne Bezout;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);M;Créteil
159;149;Lycée Etienne Bezout;Terminale;Lycéens de Terminale;F;Créteil
120;106;Lycée Etienne Bezout;Terminale;Lycéens de Terminale;M;Créteil
5;2;Lycée Etienne-Jules Marey;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);F;Versailles
2;1;Lycée Etienne-Jules Marey;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Lycée Etienne-Jules Marey;Certificats de spécialisation et FCIL;Non scolarisés;F;Versailles
1;1;Lycée Etienne-Jules Marey;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);F;Versailles
1;;Lycée Etienne-Jules Marey;Prépa formation du secteur social (prépa Educ. spécialisé, ...);Etudiants (réorientation, mise à niveau);M;Versailles
109;91;Lycée Etienne-Jules Marey;Terminale;Lycéens de Terminale;F;Versailles
32;20;Lycée Etienne-Jules Marey;Terminale;Lycéens de Terminale;M;Versailles
14;13;Lycée étranger privé Léonard de Vinci;Terminale;Scolarité étrangère;F;Paris
7;5;Lycée étranger privé Léonard de Vinci;Terminale;Scolarité étrangère;M;Paris
5;4;Lycée Eugene Delacroix;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
13;9;Lycée Eugene Delacroix;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
1;;Lycée Eugene Delacroix;BTS - BTSA - BTSM;Non scolarisés;F;Créteil
199;187;Lycée Eugene Delacroix;Terminale;Lycéens de Terminale;F;Créteil
181;162;Lycée Eugene Delacroix;Terminale;Lycéens de Terminale;M;Créteil
1;1;Lycée Eugene Delacroix;Terminale;Non scolarisés;M;Créteil
0;;Lycée Eugène Delacroix;Autre formation du secondaire;Autres;F;Créteil
0;;Lycée Eugène Delacroix;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Créteil
7;4;Lycée Eugène Delacroix;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
4;3;Lycée Eugène Delacroix;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
0;;Lycée Eugène Delacroix;BTS - BTSA - BTSM;Non scolarisés;F;Créteil
1;1;Lycée Eugène Delacroix;DCG;Etudiants (réorientation, mise à niveau);F;Créteil
0;;Lycée Eugène Delacroix;Première;Autres;F;Créteil
0;;Lycée Eugène Delacroix;Première;Autres;M;Créteil
347;319;Lycée Eugène Delacroix;Terminale;Lycéens de Terminale;F;Créteil
180;145;Lycée Eugène Delacroix;Terminale;Lycéens de Terminale;M;Créteil
0;;Lycée Eugene Henaff;Première;Autres;M;Créteil
117;104;Lycée Eugene Henaff;Terminale;Lycéens de Terminale;F;Créteil
126;116;Lycée Eugene Henaff;Terminale;Lycéens de Terminale;M;Créteil
0;;Lycée Eugene Henaff;Terminale;Non scolarisés;F;Créteil
0;;Lycée Eugene Ionesco;Première;Autres;M;Versailles
110;109;Lycée Eugene Ionesco;Terminale;Lycéens de Terminale;F;Versailles
177;167;Lycée Eugene Ionesco;Terminale;Lycéens de Terminale;M;Versailles
1;;Lycée Eugenie Cotton;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
4;3;Lycée Eugenie Cotton;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);F;Créteil
0;;Lycée Eugenie Cotton;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);M;Créteil
1;1;Lycée Eugenie Cotton;Formations d'art, de design et du spectacle vivant;Non scolarisés;M;Créteil
94;81;Lycée Eugenie Cotton;Terminale;Lycéens de Terminale;F;Créteil
64;48;Lycée Eugenie Cotton;Terminale;Lycéens de Terminale;M;Créteil
1;;Lycée Eugenie Cotton;Terminale;Non scolarisés;F;Créteil
0;;Lycée Evariste Galois;Autre formation du secondaire;Autres;F;Versailles
0;;Lycée Evariste Galois;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Versailles
0;;Lycée Evariste Galois;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Versailles
2;1;Lycée Evariste Galois;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
7;5;Lycée Evariste Galois;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
11;6;Lycée Evariste Galois;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
6;4;Lycée Evariste Galois;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Lycée Evariste Galois;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
0;;Lycée Evariste Galois;Première;Autres;F;Créteil
0;;Lycée Evariste Galois;Première;Autres;F;Versailles
0;;Lycée Evariste Galois;Première;Autres;M;Créteil
0;;Lycée Evariste Galois;Première;Autres;M;Versailles
183;170;Lycée Evariste Galois;Terminale;Lycéens de Terminale;F;Créteil
516;467;Lycée Evariste Galois;Terminale;Lycéens de Terminale;F;Versailles
128;112;Lycée Evariste Galois;Terminale;Lycéens de Terminale;M;Créteil
417;375;Lycée Evariste Galois;Terminale;Lycéens de Terminale;M;Versailles
1;1;Lycée Fenelon;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Créteil
2;1;Lycée Fenelon;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
0;;Lycée Fenelon;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
92;89;Lycée Fenelon;Terminale;Lycéens de Terminale;F;Créteil
79;75;Lycée Fenelon;Terminale;Lycéens de Terminale;M;Créteil
0;;Lycée Fénelon;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
0;;Lycée Fénelon;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
55;58;Lycée Fénelon;CPGE;Etudiants (réorientation, mise à niveau);F;Paris
18;15;Lycée Fénelon;CPGE;Etudiants (réorientation, mise à niveau);M;Paris
3;3;Lycée Fénelon;CPGE;Non scolarisés;F;Paris
3;3;Lycée Fénelon;CPGE;Non scolarisés;M;Paris
1;1;Lycée Fénelon;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);M;Paris
0;;Lycée Fénelon;Première;Autres;M;Paris
1;1;Lycée Fénelon;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Etudiants (réorientation, mise à niveau);F;Paris
0;;Lycée Fénelon;Seconde;Autres;F;Paris
106;105;Lycée Fénelon;Terminale;Lycéens de Terminale;F;Paris
53;53;Lycée Fénelon;Terminale;Lycéens de Terminale;M;Paris
3;3;Lycée Fénelon Sainte-Marie;CPGE;Etudiants (réorientation, mise à niveau);F;Paris
5;6;Lycée Fénelon Sainte-Marie;CPGE;Etudiants (réorientation, mise à niveau);M;Paris
0;;Lycée Fénelon Sainte-Marie;Première;Autres;F;Paris
0;;Lycée Fénelon Sainte-Marie;Première;Autres;M;Paris
0;;Lycée Fénelon Sainte-Marie;Prépa PASS (Médecine, Pharmacie, Sage femme, Dentiste, Kiné);Etudiants (réorientation, mise à niveau);F;Paris
144;141;Lycée Fénelon Sainte-Marie;Terminale;Lycéens de Terminale;F;Paris
114;111;Lycée Fénelon Sainte-Marie;Terminale;Lycéens de Terminale;M;Paris
2;1;Lycée Fenelon Sup La Plaine Monceau;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
3;3;Lycée Fenelon Sup La Plaine Monceau;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Lycée Fenelon Sup La Plaine Monceau;BTS - BTSA - BTSM;Non scolarisés;F;Paris
1;;Lycée Fenelon Sup La Plaine Monceau;BTS - BTSA - BTSM;Non scolarisés;M;Paris
1;1;Lycée Fenelon Sup La Plaine Monceau;CPGE;Etudiants (réorientation, mise à niveau);M;Paris
0;;Lycée Fernand Leger;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
48;42;Lycée Fernand Leger;Terminale;Lycéens de Terminale;F;Créteil
40;32;Lycée Fernand Leger;Terminale;Lycéens de Terminale;M;Créteil
2;1;Lycée F. Et N. Leger;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
0;;Lycée F. Et N. Leger;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Lycée F. Et N. Leger;Prépa formation paramédicale (prépa orthophoniste, ...);Etudiants (réorientation, mise à niveau);F;Versailles
172;134;Lycée F. Et N. Leger;Terminale;Lycéens de Terminale;F;Versailles
48;39;Lycée F. Et N. Leger;Terminale;Lycéens de Terminale;M;Versailles
0;;Lycée F. Et N. Leger;Terminale;Non scolarisés;M;Versailles
6;8;Lycée Flora Tristan;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
6;4;Lycée Flora Tristan;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
1;1;Lycée Flora Tristan;BTS - BTSA - BTSM;Non scolarisés;F;Créteil
2;1;Lycée Flora Tristan;BTS - BTSA - BTSM;Non scolarisés;M;Créteil
0;;Lycée Flora Tristan;Première;Autres;F;Créteil
262;241;Lycée Flora Tristan;Terminale;Lycéens de Terminale;F;Créteil
181;162;Lycée Flora Tristan;Terminale;Lycéens de Terminale;M;Créteil
1;1;Lycée Fragonard;Autre formation du supérieur;Non scolarisés;M;Versailles
2;3;Lycée Fragonard;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
3;2;Lycée Fragonard;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;;Lycée Fragonard;BTS - BTSA - BTSM;Non scolarisés;F;Versailles
1;1;Lycée Fragonard;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
0;;Lycée Fragonard;Première;Autres;M;Versailles
192;172;Lycée Fragonard;Terminale;Lycéens de Terminale;F;Versailles
178;148;Lycée Fragonard;Terminale;Lycéens de Terminale;M;Versailles
3;3;Lycée France Quéré - Votre Ecole chez vous;Terminale;Lycéens de Terminale;M;Paris
83;81;Lycée Franco-Allemand;Terminale;Lycéens de Terminale;F;Versailles
59;59;Lycée Franco-Allemand;Terminale;Lycéens de Terminale;M;Versailles
1;1;Lycée Francois Arago;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Créteil
1;1;Lycée Francois Arago;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
3;2;Lycée Francois Arago;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
0;;Lycée Francois Arago;BTS - BTSA - BTSM;Non scolarisés;F;Créteil
1;;Lycée Francois Arago;BTS - BTSA - BTSM;Non scolarisés;M;Créteil
1;1;Lycée Francois Arago;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);M;Créteil
134;126;Lycée Francois Arago;Terminale;Lycéens de Terminale;F;Créteil
125;105;Lycée Francois Arago;Terminale;Lycéens de Terminale;M;Créteil
1;1;Lycée Francois Couperin;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Créteil
8;4;Lycée Francois Couperin;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
1;;Lycée Francois Couperin;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
1;1;Lycée Francois Couperin;BTS - BTSA - BTSM;Non scolarisés;F;Créteil
10;8;Lycée Francois Couperin;CPGE;Etudiants (réorientation, mise à niveau);F;Créteil
8;8;Lycée Francois Couperin;CPGE;Etudiants (réorientation, mise à niveau);M;Créteil
1;;Lycée Francois Couperin;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);F;Créteil
0;;Lycée Francois Couperin;Première;Autres;M;Créteil
1;1;Lycée Francois Couperin;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Etudiants (réorientation, mise à niveau);F;Créteil
1;1;Lycée Francois Couperin;Sciences Po - Instituts d'études politiques;Etudiants (réorientation, mise à niveau);F;Créteil
0;;Lycée Francois Couperin;Seconde;Autres;F;Créteil
230;219;Lycée Francois Couperin;Terminale;Lycéens de Terminale;F;Créteil
173;162;Lycée Francois Couperin;Terminale;Lycéens de Terminale;M;Créteil
1;1;Lycée Francois Couperin;Terminale;Non scolarisés;F;Créteil
0;;Lycée Francoise Cabrini;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
0;;Lycée Francoise Cabrini;Première;Autres;F;Créteil
0;;Lycée Francoise Cabrini;Première;Autres;M;Créteil
0;;Lycée Francoise Cabrini;Seconde;Autres;M;Créteil
131;125;Lycée Francoise Cabrini;Terminale;Lycéens de Terminale;F;Créteil
127;122;Lycée Francoise Cabrini;Terminale;Lycéens de Terminale;M;Créteil
1;1;Lycée Francois Ier;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Créteil
0;;Lycée Francois Ier;Autre formation du supérieur;Non scolarisés;M;Créteil
49;47;Lycée Francois Ier;CPGE;Etudiants (réorientation, mise à niveau);F;Créteil
30;27;Lycée Francois Ier;CPGE;Etudiants (réorientation, mise à niveau);M;Créteil
1;1;Lycée Francois Ier;CPGE;Non scolarisés;F;Créteil
1;1;Lycée Francois Ier;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);F;Créteil
1;1;Lycée Francois Ier;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);M;Créteil
0;;Lycée Francois Ier;Première;Autres;F;Créteil
2;2;Lycée Francois Ier;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Etudiants (réorientation, mise à niveau);F;Créteil
0;;Lycée Francois Ier;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Etudiants (réorientation, mise à niveau);M;Créteil
1;1;Lycée Francois Ier;Sciences Po - Instituts d'études politiques;Etudiants (réorientation, mise à niveau);F;Créteil
193;181;Lycée Francois Ier;Terminale;Lycéens de Terminale;F;Créteil
131;124;Lycée Francois Ier;Terminale;Lycéens de Terminale;M;Créteil
0;;Lycée Francois-Joseph Talma;Seconde;Autres;F;Versailles
0;;Lycée Francois-Joseph Talma;Terminale;Etudiants (réorientation, mise à niveau);F;Versailles
244;220;Lycée Francois-Joseph Talma;Terminale;Lycéens de Terminale;F;Versailles
183;156;Lycée Francois-Joseph Talma;Terminale;Lycéens de Terminale;M;Versailles
