Nb de candidats ayant fait au moins un vœu confirmé PP;Nb de cddt ayant au moins une proposition Parcoursup;Etablissement;Type de formation de la scolarité;Profil synthétique candidat;Sexe;Académie de rattachement
1;1;Ecole Diagonale privé hors contrat;CPGE;Etudiants (réorientation, mise à niveau);M;Paris
0;;Ecole Diagonale privé hors contrat;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);F;Paris
95;84;Ecole Diagonale privé hors contrat;Terminale;Lycéens de Terminale;F;Paris
104;88;Ecole Diagonale privé hors contrat;Terminale;Lycéens de Terminale;M;Paris
4;4;Ecole du Ballet de l'Opéra;Terminale;Lycéens de Terminale;F;Versailles
5;4;Ecole du Ballet de l'Opéra;Terminale;Lycéens de Terminale;M;Versailles
0;;Ecole du Bâtiment et desTravaux Publics;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
1;2;Ecole du Bâtiment et desTravaux Publics;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
1;;Ecole du Bâtiment et desTravaux Publics;BTS - BTSA - BTSM;Non scolarisés;F;Créteil
1;1;Ecole du Bâtiment et desTravaux Publics;BTS - BTSA - BTSM;Non scolarisés;M;Créteil
0;;Ecole du Bâtiment et desTravaux Publics;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);F;Créteil
25;16;Ecole du Bâtiment et desTravaux Publics;Terminale;Lycéens de Terminale;F;Créteil
37;30;Ecole du Bâtiment et desTravaux Publics;Terminale;Lycéens de Terminale;M;Créteil
0;;ECOLE DU LOUVRE;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
30;29;ECOLE DU LOUVRE;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);F;Paris
11;12;ECOLE DU LOUVRE;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Ecole du Travail Social Paris Croix Saint-Simon;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
1;1;Ecole du Travail Social Paris Croix Saint-Simon;Classe de remise à niveau (Scientifique, pour entrer en BTS, ...);Etudiants (réorientation, mise à niveau);F;Paris
1;1;Ecole du Travail Social Paris Croix Saint-Simon;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Paris
0;;Ecole du Travail Social Paris Croix Saint-Simon;Etudes de santé;Non scolarisés;F;Paris
1;1;Ecole du Travail Social Paris Croix Saint-Simon;Formations diplômantes du travail social;Etudiants (réorientation, mise à niveau);F;Paris
0;;Ecole du Travail Social Paris Croix Saint-Simon;Formations diplômantes du travail social;Etudiants (réorientation, mise à niveau);M;Paris
0;;Ecole du Travail Social Paris Croix Saint-Simon;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Paris
1;1;Ecole du Travail Social Paris Croix Saint-Simon;Prépa formation en soins infirmiers;Etudiants (réorientation, mise à niveau);F;Paris
1;1;Ecole Européenne d'Intelligence Economique;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Ecole Française Hotesses Tourisme;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
0;;Ecole Française Hotesses Tourisme;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
4;4;Ecole générale et technologique privée Groupe Scolaire Excellence;Terminale;Lycéens de Terminale;F;Versailles
2;2;Ecole générale et technologique privée Groupe Scolaire Excellence;Terminale;Lycéens de Terminale;M;Versailles
1;1;Ecole générale et technologique privée Igecom Sup' 2;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Ecole générale et technologique privée Institut FFGOLF Haut niveau;Terminale;Lycéens de Terminale;F;Versailles
10;10;ECOLE GEN.ET TECHNOL.PRIVEE DE L'INSTITUT;Terminale;Lycéens de Terminale;F;Versailles
2;2;ECOLE GEN.ET TECHNOL.PRIVEE DE L'INSTITUT;Terminale;Lycéens de Terminale;M;Versailles
45;43;ECOLE GEN.ET TECHNOL.PRIVEE SAINT JOSEPH;Terminale;Lycéens de Terminale;F;Versailles
45;45;ECOLE GEN.ET TECHNOL.PRIVEE SAINT JOSEPH;Terminale;Lycéens de Terminale;M;Versailles
69;66;Ecole Internationale Bilingue Etoile;Terminale;Lycéens de Terminale;F;Paris
56;53;Ecole Internationale Bilingue Etoile;Terminale;Lycéens de Terminale;M;Paris
0;;Ecole Internationale de Management de Paris;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
1;1;Ecole Internationale de Management de Paris;Licence professionnelle;Etudiants (réorientation, mise à niveau);F;Paris
7;10;Ecole internationale de marketing du luxe de Paris - Réseau des grandes écoles spécialisées;Formations des écoles de commerce et de management;Etudiants (réorientation, mise à niveau);F;Paris
0;;Ecole internationale de marketing du luxe de Paris - Réseau des grandes écoles spécialisées;Formations des écoles de commerce et de management;Etudiants (réorientation, mise à niveau);M;Paris
2;1;Ecole internationale de marketing du luxe de Paris - Réseau des grandes écoles spécialisées;Formations des écoles de commerce et de management;Non scolarisés;F;Paris
4;5;Ecole IRIS - Institut des Ressources Informatiques Supérieur;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
7;8;Ecole IRIS - Institut des Ressources Informatiques Supérieur;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
0;;Ecole IRIS - Institut des Ressources Informatiques Supérieur;BTS - BTSA - BTSM;Non scolarisés;F;Paris
0;;Ecole IRIS - Institut des Ressources Informatiques Supérieur;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);F;Paris
0;;Ecole IRIS - Institut des Ressources Informatiques Supérieur;Terminale;Lycéens de Terminale;F;Paris
5;3;Ecole IRIS - Institut des Ressources Informatiques Supérieur;Terminale;Lycéens de Terminale;M;Paris
0;;Ecole Jeannine Manuel;Première;Autres;F;Paris
58;57;Ecole Jeannine Manuel;Terminale;Lycéens de Terminale;F;Paris
69;65;Ecole Jeannine Manuel;Terminale;Lycéens de Terminale;M;Paris
0;;ECOLE JEAN TRUBERT - ARC EN CIEL;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Non scolarisés;M;Versailles
1;1;Ecole Nationale De Commerce;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
1;1;Ecole Nationale De Commerce;Autre formation du supérieur;Non scolarisés;F;Paris
27;22;Ecole Nationale De Commerce;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
14;11;Ecole Nationale De Commerce;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
8;7;Ecole Nationale De Commerce;BTS - BTSA - BTSM;Non scolarisés;F;Paris
2;1;Ecole Nationale De Commerce;BTS - BTSA - BTSM;Non scolarisés;M;Paris
37;33;Ecole Nationale De Commerce;CPGE;Etudiants (réorientation, mise à niveau);F;Paris
14;9;Ecole Nationale De Commerce;CPGE;Etudiants (réorientation, mise à niveau);M;Paris
2;2;Ecole Nationale De Commerce;CPGE;Non scolarisés;F;Paris
13;13;Ecole Nationale De Commerce;DCG;Etudiants (réorientation, mise à niveau);F;Paris
12;12;Ecole Nationale De Commerce;DCG;Etudiants (réorientation, mise à niveau);M;Paris
2;2;Ecole Nationale De Commerce;DCG;Non scolarisés;F;Paris
3;3;Ecole Nationale De Commerce;DCG;Non scolarisés;M;Paris
3;3;Ecole Nationale De Commerce;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);F;Paris
1;1;Ecole Nationale De Commerce;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Ecole Nationale De Commerce;Licence sélective;Etudiants (réorientation, mise à niveau);F;Paris
5;5;Ecole Nationale De Commerce;Mentions complémentaires;Etudiants (réorientation, mise à niveau);F;Paris
11;10;Ecole Nationale De Commerce;Mentions complémentaires;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Ecole nationale des sciences géographiques;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);F;Créteil
1;1;Ecole nationale des sciences géographiques;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);M;Créteil
1;1;ECOLE NATIONALE SUPERIEURE A.A-MET.D'ART.;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
3;3;ECOLE NATIONALE SUPERIEURE A.A-MET.D'ART.;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);F;Paris
2;;ECOLE NATIONALE SUPERIEURE A.A-MET.D'ART.;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);M;Paris
10;13;Ecole Nationale Supérieure d'Architecture de Paris-Belleville;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);F;Paris
5;3;Ecole Nationale Supérieure d'Architecture de Paris-Belleville;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Ecole Nationale Supérieure d'Architecture de Paris-Belleville;Formations d'architecture, du paysage et du patrimoine;Non scolarisés;M;Paris
6;8;Ecole Nationale Supérieure d'Architecture de Paris-Est;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);F;Créteil
1;1;Ecole Nationale Supérieure d'Architecture de Paris-Est;Formations d'architecture, du paysage et du patrimoine;Non scolarisés;F;Créteil
0;1;Ecole Nationale Supérieure d'Architecture de Paris-Est;Formations d'architecture, du paysage et du patrimoine;Non scolarisés;M;Créteil
18;23;Ecole Nationale Supérieure d'Architecture de Paris-La Villette;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);F;Paris
6;8;Ecole Nationale Supérieure d'Architecture de Paris-La Villette;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);M;Paris
2;2;Ecole Nationale Supérieure d'Architecture de Paris-La Villette;Formations d'architecture, du paysage et du patrimoine;Non scolarisés;F;Paris
1;1;Ecole Nationale Supérieure d'Architecture de Paris-La Villette;Formations d'architecture, du paysage et du patrimoine;Non scolarisés;M;Paris
8;7;Ecole Nationale Supérieure d'Architecture de Paris-Malaquais;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);F;Paris
2;2;Ecole Nationale Supérieure d'Architecture de Paris-Malaquais;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);M;Paris
2;2;Ecole Nationale Supérieure d'Architecture de Paris-Malaquais;Formations d'architecture, du paysage et du patrimoine;Non scolarisés;F;Paris
1;1;Ecole Nationale Supérieure d'Architecture de Paris-Malaquais;Formations d'architecture, du paysage et du patrimoine;Non scolarisés;M;Paris
20;20;Ecole Nationale Supérieure d'Architecture de Paris-Val de Seine;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);F;Paris
1;1;Ecole Nationale Supérieure d'Architecture de Paris-Val de Seine;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Ecole Nationale Supérieure d'Architecture de Paris-Val de Seine;Formations d'architecture, du paysage et du patrimoine;Non scolarisés;F;Paris
5;7;Ecole Nationale Supérieure d'Architecture de Versailles;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);F;Versailles
3;2;Ecole Nationale Supérieure d'Architecture de Versailles;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);M;Versailles
2;2;Ecole Nationale Supérieure d'Architecture de Versailles;Formations d'architecture, du paysage et du patrimoine;Non scolarisés;F;Versailles
4;3;Ecole nationale supérieure d'arts de Paris-Cergy;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;Ecole nationale supérieure d'arts de Paris-Cergy;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);M;Versailles
4;3;Ecole nationale supérieure d'arts et métiers;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);M;Paris
0;;Ecole nationale supérieure d'arts et métiers;Master;Etudiants (réorientation, mise à niveau);M;Paris
0;;Ecole nationale supérieure de création industrielle - Les ateliers;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);F;Paris
1;1;Ecole Nationale Supérieure de l'Electronique et de ses Applications;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Ecole nationale supérieure de l'électronique et de ses applications de Cergy;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);M;Versailles
7;5;Ecole nationale supérieure de paysage Versailles;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);F;Versailles
8;7;Ecole nationale supérieure de paysage Versailles;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);M;Versailles
2;2;Ecole Nationale Supérieure des Arts Décoratifs;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);F;Paris
0;;Ecole Nationale Supérieure des Arts Décoratifs;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Ecole nationale supérieure des Beaux-Arts de Paris;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);F;Paris
1;2;Ecole nationale supérieure des Beaux-Arts de Paris;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);M;Paris
1;1;École nationale vétérinaire d’Alfort;Formations des écoles vétérinaires;Etudiants (réorientation, mise à niveau);F;Créteil
0;;École nationale vétérinaire d’Alfort;Formations des écoles vétérinaires;Etudiants (réorientation, mise à niveau);M;Créteil
1;;ECOLE NORMALE SOCIALE;Formations diplômantes du travail social;Etudiants (réorientation, mise à niveau);F;Paris
2;2;ECOLE NORMALE SOCIALE;Formations diplômantes du travail social;Etudiants (réorientation, mise à niveau);M;Paris
0;;ECOLE NORMALE SUPERIEURE de PARIS;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
1;1;ECOLE NORMALE SUPERIEURE de PARIS;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
0;;ECOLE NORMALE SUPERIEURE de PARIS;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
1;1;ECOLE NORMALE SUPERIEURE de PARIS;Licence sélective;Etudiants (réorientation, mise à niveau);F;Paris
2;2;ECOLE NORMALE SUPERIEURE de PARIS;Master;Etudiants (réorientation, mise à niveau);F;Paris
2;4;ECOLE NORMALE SUPERIEURE de PARIS;Master;Etudiants (réorientation, mise à niveau);M;Paris
1;1;ECOLE NORMALE SUPERIEURE de PARIS;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Etudiants (réorientation, mise à niveau);F;Paris
0;;ECOLE NORMALE SUPERIEURE de PARIS;Semestre passerelle/rebond;Etudiants (réorientation, mise à niveau);F;Paris
2;2;ECOLE NORMALE SUPERIEURE Paris-Saclay (ex CACHAN) ;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Créteil
0;;ECOLE NORMALE SUPERIEURE Paris-Saclay (ex CACHAN) ;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Créteil
1;1;ECOLE NORMALE SUPERIEURE Paris-Saclay (ex CACHAN) ;Autre formation du supérieur;Non scolarisés;M;Créteil
1;1;ECOLE NORMALE SUPERIEURE Paris-Saclay (ex CACHAN) ;BTS - BTSA - BTSM;Non scolarisés;M;Créteil
1;;ECOLE NORMALE SUPERIEURE Paris-Saclay (ex CACHAN) ;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);M;Créteil
2;1;ECOLE NORMALE SUPERIEURE Paris-Saclay (ex CACHAN) ;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);F;Créteil
0;1;ECOLE NORMALE SUPERIEURE Paris-Saclay (ex CACHAN) ;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);M;Créteil
0;;ECOLE NORMALE SUPERIEURE Paris-Saclay (ex CACHAN) ;Licence professionnelle;Non scolarisés;M;Créteil
0;1;ECOLE NORMALE SUPERIEURE Paris-Saclay (ex CACHAN) ;Master;Etudiants (réorientation, mise à niveau);M;Créteil
1;;ECOLE NORMALE SUPERIEURE Paris-Saclay (ex CACHAN) ;Prépa formation en soins infirmiers;Etudiants (réorientation, mise à niveau);F;Créteil
1;2;Ecole polytechnique;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);F;Versailles
1;;Ecole polytechnique;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);M;Versailles
1;2;Ecole polytechnique;Master;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Ecole privée de Bijouterie-Joaillerie;Terminale;Autres;M;Paris
1;1;Ecole privée Françoise Morice Esthétique-Cosmétique;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
11;11;Ecole privée Saint Bernard;Terminale;Lycéens de Terminale;M;Versailles
1;1;Ecole professionnelle privée ECOFIH;Mise à niveau (MANAA, MANH, ...);Etudiants (réorientation, mise à niveau);M;Créteil
0;;Ecole professionnelle privée ECOFIH;Terminale;Lycéens de Terminale;M;Créteil
11;6;Ecole Saint-John Perse;Terminale;Lycéens de Terminale;F;Paris
14;14;Ecole Saint-John Perse;Terminale;Lycéens de Terminale;M;Paris
1;;Ecole Saint-John Perse;Terminale;Non scolarisés;M;Paris
11;11;Ecole secondaire privée Cours Sainte Clotilde;Terminale;Lycéens de Terminale;F;Versailles
7;5;ECOLE SECONDAIRE PRIVEE SERVICE A LA PERSONNE;Terminale;Lycéens de Terminale;F;Versailles
0;;Ecoles Grégoire-Ferrandi CCIP (Ecole secondaire professionnelle privée);BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
1;2;Ecoles Grégoire-Ferrandi CCIP (Ecole secondaire professionnelle privée);Mise à niveau (MANAA, MANH, ...);Etudiants (réorientation, mise à niveau);F;Paris
1;2;Ecoles Grégoire-Ferrandi CCIP (Ecole secondaire professionnelle privée);Mise à niveau (MANAA, MANH, ...);Etudiants (réorientation, mise à niveau);M;Paris
1;1;Ecoles Grégoire-Ferrandi CCIP (Ecole secondaire professionnelle privée);Première;Autres;M;Paris
0;;Ecole Sornas;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Etudiants (réorientation, mise à niveau);F;Paris
6;3;Ecole Spéciale d'Architecture;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);F;Paris
3;3;Ecole Spéciale d'Architecture;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);M;Paris
3;2;Ecole Spéciale d'Architecture;Formations d'architecture, du paysage et du patrimoine;Non scolarisés;F;Paris
1;1;Ecole Spéciale d'Architecture;Formations d'architecture, du paysage et du patrimoine;Non scolarisés;M;Paris
79;77;Ecole ST PIERRE FOURIER;Terminale;Lycéens de Terminale;F;Paris
61;58;Ecole ST PIERRE FOURIER;Terminale;Lycéens de Terminale;M;Paris
3;2;Ecole supérieure d'Agriculture - St Quentin;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);F;Versailles
2;2;Ecole supérieure d'Agriculture - St Quentin;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);M;Versailles
0;;ECOLE SUPERIEURE DE COMMERCE DE PARIS-ECOLE EUROPEENNE DES AFFAIRES- CHAMBRE DE COMMERCE ET D INDUSTRIE DE PARIS;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
1;1;ECOLE SUPERIEURE DE COMMERCE DE PARIS-ECOLE EUROPEENNE DES AFFAIRES- CHAMBRE DE COMMERCE ET D INDUSTRIE DE PARIS;BTS - BTSA - BTSM;Non scolarisés;F;Paris
1;;ECOLE SUPERIEURE DE COMMERCE DE PARIS-ECOLE EUROPEENNE DES AFFAIRES- CHAMBRE DE COMMERCE ET D INDUSTRIE DE PARIS;BTS - BTSA - BTSM;Non scolarisés;M;Paris
1;1;Ecole supérieure d'économie et techniques de construction;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
2;;Ecole supérieure d'économie et techniques de construction;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
0;;Ecole supérieure d'économie et techniques de construction;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Ecole Supérieure des Sciences Economiques et Commerciales de Cergy;Formations des écoles de commerce et de management;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Ecole supérieure d'études cinématographiques;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
0;;Ecole supérieure d'études cinématographiques;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Paris
0;;Ecole supérieure d'études cinématographiques;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
1;;Ecole supérieure d'études cinématographiques;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
0;;Ecole supérieure d'études cinématographiques;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);F;Paris
0;;Ecole supérieure d'études cinématographiques;Formations d'art, de design et du spectacle vivant;Non scolarisés;F;Paris
1;1;Ecole supérieure d'études cinématographiques;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);F;Paris
0;;Ecole supérieure d'études cinématographiques;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Paris
3;2;Ecole supérieure d'études cinématographiques;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Etudiants (réorientation, mise à niveau);M;Paris
0;;Ecole supérieure de vente et d'exportation;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
2;2;Ecole supérieure de vente et d'exportation;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
0;;Ecole supérieure de vente et d'exportation;BTS - BTSA - BTSM;Non scolarisés;F;Paris
1;1;Ecole supérieure privée Pigier Performance;Formations des écoles de commerce et de management;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Ecole supérieure privée Pigier Performance;Formations des écoles de commerce et de management;Non scolarisés;M;Versailles
5;5;Ecole Technique Sup Laboratoire;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
6;6;Ecole Technique Sup Laboratoire;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
12;12;Ecole Technique Sup Laboratoire;Mentions complémentaires;Etudiants (réorientation, mise à niveau);F;Paris
10;7;Ecole Technique Sup Laboratoire;Mentions complémentaires;Etudiants (réorientation, mise à niveau);M;Paris
17;17;Ecole Technique Sup Laboratoire;Terminale;Lycéens de Terminale;F;Paris
26;24;Ecole Technique Sup Laboratoire;Terminale;Lycéens de Terminale;M;Paris
0;;ECOLE TECHNOLOGIQUE PRIVEE ITECOM INST TECHN COMMUNIC;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
3;;ECOLE TECHNOLOGIQUE PRIVEE ITECOM INST TECHN COMMUNIC;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);M;Paris
1;1;ECOLE TECHNOLOGIQUE PRIVEE ITECOM INST TECHN COMMUNIC;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Paris
4;2;ECOLE TECHNOLOGIQUE PRIVEE ITECOM INST TECHN COMMUNIC;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Etudiants (réorientation, mise à niveau);F;Paris
1;1;ECOLE TECHNOLOGIQUE PRIVEE ITECOM INST TECHN COMMUNIC;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Etudiants (réorientation, mise à niveau);M;Paris
0;;Ecole Universitaire de premier cycle - Campus de Guyancourt Université Paris-Saclay;Année préparatoire à la capacité en droit;Non scolarisés;F;Versailles
2;1;Ecole Universitaire de premier cycle - Campus de Guyancourt Université Paris-Saclay;Année préparatoire au DAEU;Autres;F;Versailles
1;1;Ecole Universitaire de premier cycle - Campus de Guyancourt Université Paris-Saclay;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;Ecole Universitaire de premier cycle - Campus de Guyancourt Université Paris-Saclay;Autre formation du supérieur;Non scolarisés;F;Versailles
3;2;Ecole Universitaire de premier cycle - Campus de Guyancourt Université Paris-Saclay;Autre formation du supérieur;Non scolarisés;M;Versailles
1;1;Ecole Universitaire de premier cycle - Campus de Guyancourt Université Paris-Saclay;BUT;Etudiants (réorientation, mise à niveau);F;Versailles
0;1;Ecole Universitaire de premier cycle - Campus de Guyancourt Université Paris-Saclay;Diplômes d'université ou d'établissement;Etudiants (réorientation, mise à niveau);M;Versailles
0;1;Ecole Universitaire de premier cycle - Campus de Guyancourt Université Paris-Saclay;Diplômes d'université ou d'établissement;Non scolarisés;F;Versailles
61;61;Ecole Universitaire de premier cycle - Campus de Guyancourt Université Paris-Saclay;Licence;Etudiants (réorientation, mise à niveau);F;Versailles
38;33;Ecole Universitaire de premier cycle - Campus de Guyancourt Université Paris-Saclay;Licence;Etudiants (réorientation, mise à niveau);M;Versailles
2;2;Ecole Universitaire de premier cycle - Campus de Guyancourt Université Paris-Saclay;Licence;Non scolarisés;F;Versailles
6;6;Ecole Universitaire de premier cycle - Campus de Guyancourt Université Paris-Saclay;Licence;Non scolarisés;M;Versailles
1;1;Ecole Universitaire de premier cycle - Campus de Guyancourt Université Paris-Saclay;Master;Etudiants (réorientation, mise à niveau);F;Versailles
0;;Ecole Universitaire de premier cycle - Campus de Guyancourt Université Paris-Saclay;Master;Etudiants (réorientation, mise à niveau);M;Versailles
2;2;Ecole Universitaire de premier cycle - Campus de Guyancourt Université Paris-Saclay;Prépa PASS (Médecine, Pharmacie, Sage femme, Dentiste, Kiné);Etudiants (réorientation, mise à niveau);F;Versailles
0;;Ecole Universitaire de premier cycle - Campus de Sceaux Université Paris-Saclay;Année préparatoire à la capacité en droit;Autres;M;Versailles
1;1;Ecole Universitaire de premier cycle - Campus de Sceaux Université Paris-Saclay;Année préparatoire au DAEU;Autres;F;Versailles
0;;Ecole Universitaire de premier cycle - Campus de Sceaux Université Paris-Saclay;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Ecole Universitaire de premier cycle - Campus de Sceaux Université Paris-Saclay;Diplômes d'université ou d'établissement;Etudiants (réorientation, mise à niveau);F;Versailles
27;27;Ecole Universitaire de premier cycle - Campus de Sceaux Université Paris-Saclay;Licence;Etudiants (réorientation, mise à niveau);F;Versailles
6;6;Ecole Universitaire de premier cycle - Campus de Sceaux Université Paris-Saclay;Licence;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Ecole Universitaire de premier cycle - Campus de Sceaux Université Paris-Saclay;Licence;Non scolarisés;F;Versailles
0;;Ecole Universitaire de premier cycle - Campus de Sceaux Université Paris-Saclay;Master;Etudiants (réorientation, mise à niveau);F;Versailles
0;;Ecole Universitaire de premier cycle - Campus de Sceaux Université Paris-Saclay;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Etudiants (réorientation, mise à niveau);F;Versailles
3;3;Ecole Universitaire de premier cycle - Campus d'Evry Université Paris-Saclay;Année préparatoire au DAEU;Autres;F;Versailles
1;2;Ecole Universitaire de premier cycle - Campus d'Evry Université Paris-Saclay;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Versailles
0;;Ecole Universitaire de premier cycle - Campus d'Evry Université Paris-Saclay;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
0;1;Ecole Universitaire de premier cycle - Campus d'Evry Université Paris-Saclay;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Ecole Universitaire de premier cycle - Campus d'Evry Université Paris-Saclay;CLPES;Etudiants (réorientation, mise à niveau);M;Versailles
