Nb de candidats ayant fait au moins un vœu confirmé PP;Nb de cddt ayant au moins une proposition Parcoursup;Etablissement;Type de formation de la scolarité;Niveau d'études;Type de la classe;Au moins 1 avis favorable en STS (Oui/Non);Cordées de la réussite
4;3;Lycée des Métiers Dorian;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
8;7;Lycée des Métiers Dorian;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
70;61;Lycée des Métiers Dorian;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
7;4;Lycée Des métiers Jean DROUANT;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
5;3;Lycée Des métiers Jean DROUANT;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
11;10;Lycée Des métiers Jean DROUANT;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
41;40;Lycée Des métiers Jean DROUANT;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
7;7;Lycée Diderot;Terminale;Terminale;Brevet;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
95;87;Lycée Diderot;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
22;13;Lycée Diderot;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
2;4;Lycée Diderot;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
3;3;Lycée Diderot;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
71;66;Lycée Diderot;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
55;52;Lycée Edgar Quinet;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
4;4;Lycée Edgar Quinet;Terminale;Terminale;Générale;Non concerné;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
22;7;Lycée Edgar Quinet;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
5;1;Lycée Edgar Quinet;Terminale;Terminale;Professionnelle;Non;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
2;2;Lycée Edgar Quinet;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
1;;Lycée Edgar Quinet;Terminale;Terminale;Professionnelle;Non concerné;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
8;6;Lycée Edgar Quinet;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
18;17;Lycée Edgar Quinet;Terminale;Terminale;Professionnelle;Oui;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
1;1;Lycée Edgar Quinet;Terminale;Terminale;Professionnelle;Oui;Le candidat s'est engagé dans une cordée de la réussite mais il ne souhaite pas transmettre cette information aux formations d'accueil
66;46;Lycée Edgar Quinet;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
54;49;Lycée Elisa Lemonnier;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
1;1;Lycée Elisa Lemonnier;Terminale;Terminale;Générale;Non concerné;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
29;7;Lycée Elisa Lemonnier;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
8;7;Lycée Elisa Lemonnier;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
32;30;Lycée Elisa Lemonnier;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
89;75;Lycée Elisa Lemonnier;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
122;97;Lycée Emile Dubois;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
23;22;Lycée Emile Dubois;Terminale;Terminale;Technologique;Non concerné;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
2;;Lycée Emile Dubois;Terminale;Terminale;Technologique;Non concerné;Le candidat s'est engagé dans une cordée de la réussite mais il ne souhaite pas transmettre cette information aux formations d'accueil
173;166;Lycée Fénelon;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
71;64;Lycée François Rabelais;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
11;11;Lycée François Rabelais;Terminale;Terminale;Générale;Non concerné;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
43;41;Lycée François Rabelais;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
73;69;Lycée Francois Villon;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
58;41;Lycée Francois Villon;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
4;;Lycée Fresnel;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
6;6;Lycée Fresnel;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
34;32;Lycée Fresnel;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
160;152;Lycée Gabriel Faure;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
107;105;Lycée Georges Brassens;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
411;406;Lycée Hélène Boucher;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
118;107;Lycée Henri Bergson-Jacquard;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
15;13;Lycée Henri Bergson-Jacquard;Terminale;Terminale;Générale;Non concerné;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
2;2;Lycée Henri Bergson-Jacquard;Terminale;Terminale;Générale;Non concerné;Le candidat s'est engagé dans une cordée de la réussite mais il ne souhaite pas transmettre cette information aux formations d'accueil
84;70;Lycée Henri Bergson-Jacquard;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
4;4;Lycée Henri Bergson-Jacquard;Terminale;Terminale;Technologique;Non concerné;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
2;2;Lycée Henri Bergson-Jacquard;Terminale;Terminale;Technologique;Non concerné;Le candidat s'est engagé dans une cordée de la réussite mais il ne souhaite pas transmettre cette information aux formations d'accueil
290;289;Lycée Henri IV;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
247;236;Lycée Honoré De Balzac;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
59;42;Lycée Honoré De Balzac;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
4;4;Lycée Honoré De Balzac;Terminale;Terminale;Technologique;Non concerné;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
251;222;Lycée Jacques Decour;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
31;19;Lycée Jacques Monod;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
18;10;Lycée Jacques Monod;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
44;38;Lycée Jacques Monod;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
41;34;Lycée Jacques Monod;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
5;4;Lycée Jacques Monod;Terminale;Terminale;Technologique;Non concerné;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
328;318;Lycée Janson De Sailly;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
25;25;Lycée Janson De Sailly;Terminale;Terminale;Générale;Non concerné;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
29;25;Lycée Janson De Sailly;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
270;265;Lycée Jean-Baptiste Say;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
207;205;Lycée Jean De La Fontaine;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
9;6;Lycée Jean De La Fontaine;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
9;1;Lycée Jean Lurcat;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
2;1;Lycée Jean Lurcat;Terminale;Terminale;Professionnelle;Non;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
1;1;Lycée Jean Lurcat;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
22;18;Lycée Jean Lurcat;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
12;12;Lycée Jean Lurcat;Terminale;Terminale;Professionnelle;Oui;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
2;2;Lycée Jean Lurcat;Terminale;Terminale;Professionnelle;Oui;Le candidat s'est engagé dans une cordée de la réussite mais il ne souhaite pas transmettre cette information aux formations d'accueil
129;93;Lycée Jean Lurcat;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
201;191;Lycée Jules Ferry;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
75;50;Lycée Jules SIEGFRIED;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
128;111;Lycée Lamartine;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
12;11;Lycée Lamartine;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
177;172;Lycée Lavoisier;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
6;3;Lycée Léonard de Vinci;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
0;;Lycée Léonard de Vinci;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
16;15;Lycée Léonard de Vinci;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
14;9;Lycée Léonard de Vinci;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
46;39;Lycée Louis Armand;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
18;9;Lycée Louis Armand;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
6;2;Lycée Louis Armand;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
43;38;Lycée Louis Armand;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
89;70;Lycée Louis Armand;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
263;263;Lycée Louis Le Grand;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
16;16;Lycée Louis Le Grand;Terminale;Terminale;Générale;Non concerné;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
2;2;Lycée Louis Le Grand;Terminale;Terminale;Générale;Non concerné;Le candidat s'est engagé dans une cordée de la réussite mais il ne souhaite pas transmettre cette information aux formations d'accueil
24;24;Lycée Louis Le Grand;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
1;;Lycée Lucas De Nehou;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
1;1;Lycée Lucas De Nehou;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
13;3;Lycée Martin-Nadaud;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
28;11;Lycée Martin-Nadaud;Terminale;Terminale;Professionnelle;Non;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
1;1;Lycée Martin-Nadaud;Terminale;Terminale;Professionnelle;Non concerné;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
1;1;Lycée Martin-Nadaud;Terminale;Terminale;Professionnelle;Non concerné;Le candidat s'est engagé dans une cordée de la réussite mais il ne souhaite pas transmettre cette information aux formations d'accueil
5;3;Lycée Martin-Nadaud;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
14;14;Lycée Martin-Nadaud;Terminale;Terminale;Professionnelle;Oui;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
52;39;Lycée Martin-Nadaud;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
305;290;Lycée Maurice Ravel;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
64;60;Lycée Maurice Ravel;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
11;2;Lycée Maximilien Vox;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
3;1;Lycée Maximilien Vox;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
20;20;Lycée Maximilien Vox;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
66;64;Lycée Maximilien Vox;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
194;180;Lycée Moliere;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
320;314;Lycée Montaigne;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
28;25;Lycée Municipal d'Adultes;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
125;119;Lycée Paul Bert;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
23;18;Lycée Paul Bert;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
4;2;Lycée Paul Poiret;Terminale;Terminale;Brevet;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
2;2;Lycée Paul Poiret;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
8;7;Lycée Paul Poiret;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
2;2;Lycée Paul Poiret;Terminale;Terminale;Professionnelle;Oui;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
1;1;Lycée Paul Poiret;Terminale;Terminale;Professionnelle;Oui;Le candidat s'est engagé dans une cordée de la réussite mais il ne souhaite pas transmettre cette information aux formations d'accueil
179;137;Lycée Paul Valery;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
31;22;Lycée Paul Valery;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
102;98;Lycée Pierre-Gilles de Gennes - ENCPB;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
101;88;Lycée Pierre-Gilles de Gennes - ENCPB;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
4;4;Lycée Pierre-Gilles de Gennes - ENCPB;Terminale;Terminale;Technologique;Non concerné;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
7;1;Lycée professionnel Armand Carrel;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
0;;Lycée professionnel Armand Carrel;Terminale;Terminale;Professionnelle;Non;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
0;;Lycée professionnel Armand Carrel;Terminale;Terminale;Professionnelle;Non;Le candidat s'est engagé dans une cordée de la réussite mais il ne souhaite pas transmettre cette information aux formations d'accueil
2;1;Lycée professionnel Armand Carrel;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
11;10;Lycée professionnel Armand Carrel;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
13;10;Lycée professionnel Armand Carrel;Terminale;Terminale;Professionnelle;Oui;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
2;2;Lycée professionnel Armand Carrel;Terminale;Terminale;Professionnelle;Oui;Le candidat s'est engagé dans une cordée de la réussite mais il ne souhaite pas transmettre cette information aux formations d'accueil
21;8;Lycée professionnel Beaugrenelle;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
2;2;Lycée professionnel Beaugrenelle;Terminale;Terminale;Professionnelle;Non;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
5;4;Lycée professionnel Beaugrenelle;Terminale;Terminale;Professionnelle;Non;Le candidat s'est engagé dans une cordée de la réussite mais il ne souhaite pas transmettre cette information aux formations d'accueil
1;;Lycée professionnel Beaugrenelle;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
1;;Lycée professionnel Beaugrenelle;Terminale;Terminale;Professionnelle;Non concerné;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
20;18;Lycée professionnel Beaugrenelle;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
8;8;Lycée professionnel Beaugrenelle;Terminale;Terminale;Professionnelle;Oui;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
9;8;Lycée professionnel Beaugrenelle;Terminale;Terminale;Professionnelle;Oui;Le candidat s'est engagé dans une cordée de la réussite mais il ne souhaite pas transmettre cette information aux formations d'accueil
8;2;Lycée professionnel BRASSAI;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
9;6;Lycée professionnel BRASSAI;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
8;6;Lycée professionnel BRASSAI;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
12;3;Lycée professionnel Camille Jenatzy;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
14;13;Lycée professionnel Camille Jenatzy;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
25;9;Lycée professionnel Charles De Gaulle;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
0;1;Lycée professionnel Charles De Gaulle;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
23;22;Lycée professionnel Charles De Gaulle;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
14;14;Lycée professionnel Chenneviere Malezieux;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
11;9;Lycée professionnel Chenneviere Malezieux;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
22;22;Lycée professionnel Chenneviere Malezieux;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
22;10;Lycée professionnel Claude Anthime Corbon;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
4;4;Lycée professionnel Claude Anthime Corbon;Terminale;Terminale;Professionnelle;Non;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
0;;Lycée professionnel Claude Anthime Corbon;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
4;4;Lycée professionnel Claude Anthime Corbon;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
8;8;Lycée professionnel Claude Anthime Corbon;Terminale;Terminale;Professionnelle;Oui;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
8;4;Lycée professionnel Corvisart-Arts Graphiques;Terminale;Terminale;Brevet;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
5;1;Lycée professionnel Corvisart-Arts Graphiques;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
