Nb de candidats ayant fait au moins un vœu confirmé PP;Nb de cddt ayant au moins une proposition Parcoursup;Etablissement;Type de formation de la scolarité;Profil synthétique candidat;Sexe;Académie de rattachement
26;22;Sorbonne université;Diplômes d'université ou d'établissement;Etudiants (réorientation, mise à niveau);F;Paris
22;14;Sorbonne université;Diplômes d'université ou d'établissement;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Sorbonne université;Diplômes d'université ou d'établissement;Non scolarisés;F;Paris
2;1;Sorbonne université;Diplômes d'université ou d'établissement;Non scolarisés;M;Paris
2;2;Sorbonne université;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Paris
0;;Sorbonne université;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);F;Paris
1;;Sorbonne université;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);F;Paris
2;2;Sorbonne université;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);M;Paris
3;2;Sorbonne université;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);F;Paris
2;2;Sorbonne université;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);M;Paris
1271;1076;Sorbonne université;Licence;Etudiants (réorientation, mise à niveau);F;Paris
579;493;Sorbonne université;Licence;Etudiants (réorientation, mise à niveau);M;Paris
51;43;Sorbonne université;Licence;Non scolarisés;F;Paris
24;15;Sorbonne université;Licence;Non scolarisés;M;Paris
1;;Sorbonne université;Licence professionnelle;Etudiants (réorientation, mise à niveau);F;Paris
1;2;Sorbonne université;Licence professionnelle;Etudiants (réorientation, mise à niveau);M;Paris
0;;Sorbonne université;Licence professionnelle;Non scolarisés;M;Paris
4;5;Sorbonne université;Licence sélective;Etudiants (réorientation, mise à niveau);F;Paris
2;2;Sorbonne université;Licence sélective;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Sorbonne université;Licence sélective;Non scolarisés;F;Paris
57;65;Sorbonne université;Master;Etudiants (réorientation, mise à niveau);F;Paris
22;29;Sorbonne université;Master;Etudiants (réorientation, mise à niveau);M;Paris
0;;Sorbonne université;Master;Non scolarisés;F;Paris
0;;Sorbonne université;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Etudiants (réorientation, mise à niveau);M;Paris
1;1;Sorbonne université;Prépa formation du secteur social (prépa Educ. spécialisé, ...);Etudiants (réorientation, mise à niveau);F;Paris
26;25;Sorbonne université;Prépa PASS (Médecine, Pharmacie, Sage femme, Dentiste, Kiné);Etudiants (réorientation, mise à niveau);F;Paris
10;7;Sorbonne université;Prépa PASS (Médecine, Pharmacie, Sage femme, Dentiste, Kiné);Etudiants (réorientation, mise à niveau);M;Paris
2;1;Sorbonne université;Semestre passerelle/rebond;Etudiants (réorientation, mise à niveau);F;Paris
0;1;Sorbonne université;Semestre passerelle/rebond;Etudiants (réorientation, mise à niveau);M;Paris
0;;Sorbonne université;Terminale;Autres;F;Paris
0;;Sorbonne université;Terminale;Autres;M;Paris
0;;Sorbonne université;Terminale;Lycéens de Terminale;F;Paris
0;;Sorbonne université;Terminale;Lycéens de Terminale;M;Paris
0;;Sorbonne Université – Médecine;Année préparatoire au DAEU;Autres;M;Paris
10;8;Sorbonne Université – Médecine;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
1;1;Sorbonne Université – Médecine;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Sorbonne Université – Médecine;Autre formation du supérieur;Non scolarisés;F;Paris
1;;Sorbonne Université – Médecine;Classe de remise à niveau (Scientifique, pour entrer en BTS, ...);Non scolarisés;F;Paris
0;;Sorbonne Université – Médecine;DEUST;Etudiants (réorientation, mise à niveau);F;Paris
8;8;Sorbonne Université – Médecine;Diplômes d'université ou d'établissement;Etudiants (réorientation, mise à niveau);F;Paris
18;16;Sorbonne Université – Médecine;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Paris
3;2;Sorbonne Université – Médecine;Etudes de santé;Etudiants (réorientation, mise à niveau);M;Paris
2;2;Sorbonne Université – Médecine;Etudes de santé;Non scolarisés;F;Paris
0;;Sorbonne Université – Médecine;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);M;Paris
597;575;Sorbonne Université – Médecine;Licence;Etudiants (réorientation, mise à niveau);F;Paris
209;200;Sorbonne Université – Médecine;Licence;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Sorbonne Université – Médecine;Licence;Non scolarisés;F;Paris
1;1;Sorbonne Université – Médecine;Licence;Non scolarisés;M;Paris
1;1;Sorbonne Université – Médecine;Licence sélective;Etudiants (réorientation, mise à niveau);F;Paris
2;;Sorbonne Université – Médecine;Master;Etudiants (réorientation, mise à niveau);F;Paris
1;2;Sorbonne Université – Médecine;Master;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Sorbonne Université – Médecine;Prépa formation en soins infirmiers;Etudiants (réorientation, mise à niveau);F;Paris
112;108;Sorbonne Université – Médecine;Prépa PASS (Médecine, Pharmacie, Sage femme, Dentiste, Kiné);Etudiants (réorientation, mise à niveau);F;Paris
55;45;Sorbonne Université – Médecine;Prépa PASS (Médecine, Pharmacie, Sage femme, Dentiste, Kiné);Etudiants (réorientation, mise à niveau);M;Paris
1;1;Sorbonne Université – Médecine;Prépa PASS (Médecine, Pharmacie, Sage femme, Dentiste, Kiné);Non scolarisés;F;Paris
6;2;Strate - Ecole de design;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);F;Versailles
2;;Strate - Ecole de design;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);M;Versailles
2;2;Studency;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
3;1;Studency;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
4;4;Studency;BTS - BTSA - BTSM;Non scolarisés;F;Paris
1;;Studency;BTS - BTSA - BTSM;Non scolarisés;M;Paris
0;;Studency;DCG;Etudiants (réorientation, mise à niveau);F;Paris
2;1;Studency;DCG;Etudiants (réorientation, mise à niveau);M;Paris
0;;Studency;Formations professionnelles;Non scolarisés;F;Paris
0;;Studency;Licence professionnelle;Non scolarisés;F;Paris
1;2;STUDIO M;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
0;;STUDIO M;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
0;;STUDIO M;BTS - BTSA - BTSM;Non scolarisés;M;Paris
0;;STUDIO M;DCG;Etudiants (réorientation, mise à niveau);F;Paris
0;;STUDIO M;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Paris
0;;STUDIO M;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Paris
0;;STUDIO M;Terminale;Etudiants (réorientation, mise à niveau);M;Paris
45;39;SupBiotech Paris;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);F;Créteil
9;10;SupBiotech Paris;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);M;Créteil
1;1;SupBiotech Paris;Formations des écoles d'ingénieurs;Non scolarisés;F;Créteil
0;;SupBiotech Paris;Master;Etudiants (réorientation, mise à niveau);F;Créteil
0;;SUP DE V - ANTENNE CFA DE LA CCIR PARIS;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
1;;SUP DE V - ANTENNE CFA DE LA CCIR PARIS;Autre formation du supérieur;Non scolarisés;M;Paris
6;6;SUP DE V - ANTENNE CFA DE LA CCIR PARIS;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
3;2;SUP DE V - ANTENNE CFA DE LA CCIR PARIS;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
6;5;SUP DE V - ANTENNE CFA DE LA CCIR PARIS;BTS - BTSA - BTSM;Non scolarisés;F;Paris
4;2;SUP DE V - ANTENNE CFA DE LA CCIR PARIS;BTS - BTSA - BTSM;Non scolarisés;M;Paris
1;1;SUP de V Enghien;Autre formation du supérieur;Non scolarisés;F;Versailles
3;1;SUP de V Enghien;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;SUP de V Enghien;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
2;2;SUP de V Enghien;BTS - BTSA - BTSM;Non scolarisés;F;Versailles
3;2;SUP de V Enghien;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
1;;SUP de V Enghien;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Versailles
0;;SUP de V Enghien;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Versailles
1;;SUP de V Enghien;Licence professionnelle;Etudiants (réorientation, mise à niveau);F;Versailles
0;;SUP de V Pontoise;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Versailles
1;;SUP de V Pontoise;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
3;5;SUP de V Pontoise;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;;SUP de V Pontoise;BTS - BTSA - BTSM;Non scolarisés;F;Versailles
3;3;SUP de V Pontoise;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
0;;SUP de V Pontoise;Licence professionnelle;Non scolarisés;M;Versailles
1;;SUP EXPERTISE;DCG;Etudiants (réorientation, mise à niveau);F;Paris
1;;SUP EXPERTISE;DCG;Etudiants (réorientation, mise à niveau);M;Paris
6;6;Sup Galilée Paris;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);F;Créteil
22;20;Sup Galilée Paris;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);M;Créteil
0;;Sup Santé;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
0;;Sup Santé;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Sup Santé;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
0;;Sup Santé;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Paris
0;;Suptertiaire;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
1;;Suptertiaire;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Suptertiaire;Autre formation du supérieur;Non scolarisés;F;Paris
6;7;Suptertiaire;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
0;1;Suptertiaire;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Suptertiaire;BTS - BTSA - BTSM;Non scolarisés;F;Paris
0;;Suptertiaire;BTS - BTSA - BTSM;Non scolarisés;M;Paris
1;;Suptertiaire;Formations professionnelles;Non scolarisés;F;Paris
1;;Suptertiaire;Licence professionnelle;Etudiants (réorientation, mise à niveau);F;Paris
3;5;TALIS Paris;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
5;3;TALIS Paris;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
2;1;TALIS Paris;BTS - BTSA - BTSM;Non scolarisés;F;Paris
2;2;TALIS Paris;BTS - BTSA - BTSM;Non scolarisés;M;Paris
1;1;TALIS Paris;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Paris
0;;TALIS Paris;Prépa formation du secteur social (prépa Educ. spécialisé, ...);Etudiants (réorientation, mise à niveau);M;Paris
1;;The Bridge Ecole-Entreprises;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Toulouse Business School - Campus de Paris;Formations des écoles de commerce et de management;Etudiants (réorientation, mise à niveau);F;Paris
2;1;Toulouse Business School - Campus de Paris;Formations des écoles de commerce et de management;Etudiants (réorientation, mise à niveau);M;Paris
1;;UFA de Montreuil;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
0;;UFA de Montreuil;Terminale;Lycéens de Terminale;F;Créteil
0;;UFA de Montreuil;Terminale;Lycéens de Terminale;M;Créteil
0;;UFA Maurice Rondeau - CFA Cerfal;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
2;1;UFA Maurice Rondeau - CFA Cerfal;BTS - BTSA - BTSM;Non scolarisés;M;Créteil
6;8;UFA Maurice Rondeau - CFA Cerfal;Terminale;Lycéens de Terminale;M;Créteil
1;1;UFA SUP DE V - ESI - CFA CCI PARIS ILE-DE-FRANCE;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;UFA SUP DE V - ESI - CFA CCI PARIS ILE-DE-FRANCE;BTS - BTSA - BTSM;Non scolarisés;F;Versailles
0;;UFA SUP DE V - ESI - CFA CCI PARIS ILE-DE-FRANCE;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
1;;UFA SUP DE V - ESI - CFA CCI PARIS ILE-DE-FRANCE;DCG;Etudiants (réorientation, mise à niveau);F;Versailles
0;;UFA SUP DE V - ESI - CFA CCI PARIS ILE-DE-FRANCE;Licence professionnelle;Etudiants (réorientation, mise à niveau);F;Versailles
2;1;UFA SUP de V - Rambouillet - CFA CCI Paris Ile-de-France;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;;UFA SUP de V - Rambouillet - CFA CCI Paris Ile-de-France;DCG;Etudiants (réorientation, mise à niveau);F;Versailles
2;1;UFA SUP de V - Rambouillet - CFA CCI Paris Ile-de-France;DCG;Etudiants (réorientation, mise à niveau);M;Versailles
0;;UFA SUP de V - Rambouillet - CFA CCI Paris Ile-de-France;Licence professionnelle;Etudiants (réorientation, mise à niveau);F;Versailles
0;1;UFA SUP de V - Rambouillet - CFA CCI Paris Ile-de-France;Terminale;Etudiants (réorientation, mise à niveau);F;Versailles
0;1;UFA SUP de V - St Germain en Laye - CFA CCI Paris Ile-de-France;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;UFA SUP de V - St Germain en Laye - CFA CCI Paris Ile-de-France;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;UFA SUP de V - St Germain en Laye - CFA CCI Paris Ile-de-France;Autre formation du supérieur;Non scolarisés;M;Versailles
2;1;UFA SUP de V - St Germain en Laye - CFA CCI Paris Ile-de-France;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Versailles
2;1;UFA SUP de V - St Germain en Laye - CFA CCI Paris Ile-de-France;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;UFA SUP de V - St Germain en Laye - CFA CCI Paris Ile-de-France;BTS - BTSA - BTSM;Non scolarisés;F;Versailles
1;;UFA SUP de V - St Germain en Laye - CFA CCI Paris Ile-de-France;BTS - BTSA - BTSM;Non scolarisés;M;Versailles
0;;UFA SUP de V - St Germain en Laye - CFA CCI Paris Ile-de-France;Licence professionnelle;Etudiants (réorientation, mise à niveau);F;Versailles
1;;UFA UTEC MELUN;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Créteil
0;1;UFA UTEC MELUN;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
0;1;UFA UTEC MELUN;BTS - BTSA - BTSM;Non scolarisés;M;Créteil
2;;Unité de Formation et de Recherche de Sciences de l' Université de Versailles Saint Quentin en Yvelines;Année préparatoire au DAEU;Autres;F;Versailles
2;1;Unité de Formation et de Recherche de Sciences de l' Université de Versailles Saint Quentin en Yvelines;Année préparatoire au DAEU;Autres;M;Versailles
1;1;Unité de Formation et de Recherche de Sciences de l' Université de Versailles Saint Quentin en Yvelines;Classe de remise à niveau (Scientifique, pour entrer en BTS, ...);Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Unité de Formation et de Recherche de Sciences de l' Université de Versailles Saint Quentin en Yvelines;Diplômes d'université ou d'établissement;Etudiants (réorientation, mise à niveau);F;Versailles
2;;Unité de Formation et de Recherche de Sciences de l' Université de Versailles Saint Quentin en Yvelines;Diplômes d'université ou d'établissement;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Unité de Formation et de Recherche de Sciences de l' Université de Versailles Saint Quentin en Yvelines;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Unité de Formation et de Recherche de Sciences de l' Université de Versailles Saint Quentin en Yvelines;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);M;Versailles
112;91;Unité de Formation et de Recherche de Sciences de l' Université de Versailles Saint Quentin en Yvelines;Licence;Etudiants (réorientation, mise à niveau);F;Versailles
77;58;Unité de Formation et de Recherche de Sciences de l' Université de Versailles Saint Quentin en Yvelines;Licence;Etudiants (réorientation, mise à niveau);M;Versailles
3;2;Unité de Formation et de Recherche de Sciences de l' Université de Versailles Saint Quentin en Yvelines;Licence;Non scolarisés;F;Versailles
6;4;Unité de Formation et de Recherche de Sciences de l' Université de Versailles Saint Quentin en Yvelines;Licence;Non scolarisés;M;Versailles
0;;Unité de Formation et de Recherche de Sciences de l' Université de Versailles Saint Quentin en Yvelines;Licence professionnelle;Etudiants (réorientation, mise à niveau);F;Versailles
0;;Unité de Formation et de Recherche de Sciences de l' Université de Versailles Saint Quentin en Yvelines;Licence professionnelle;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Unité de Formation et de Recherche de Sciences de l' Université de Versailles Saint Quentin en Yvelines;Licence sélective;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;Unité de Formation et de Recherche de Sciences de l' Université de Versailles Saint Quentin en Yvelines;Master;Etudiants (réorientation, mise à niveau);F;Versailles
1;2;Unité de Formation et de Recherche de Sciences de l' Université de Versailles Saint Quentin en Yvelines;Master;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Unité de Formation et de Recherche de Sciences de l' Université de Versailles Saint Quentin en Yvelines;Master;Non scolarisés;F;Versailles
4;3;Unité de Formation et de Recherche de Sciences de l' Université de Versailles Saint Quentin en Yvelines;Prépa PASS (Médecine, Pharmacie, Sage femme, Dentiste, Kiné);Etudiants (réorientation, mise à niveau);F;Versailles
1;;Unité de Formation et de Recherche de Sciences de l' Université de Versailles Saint Quentin en Yvelines;Semestre passerelle/rebond;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Université de Cergy-Pontoise - CY SUP;Année préparatoire au DAEU;Autres;F;Versailles
1;;Université de Cergy-Pontoise - CY SUP;Année préparatoire au DAEU;Autres;M;Versailles
1;;Université de Cergy-Pontoise - CY SUP;CPGE;Etudiants (réorientation, mise à niveau);F;Versailles
1;;Université de Cergy-Pontoise - CY SUP;DEUST;Etudiants (réorientation, mise à niveau);F;Versailles
2;1;Université de Cergy-Pontoise - CY SUP;Diplômes d'université ou d'établissement;Etudiants (réorientation, mise à niveau);F;Versailles
1;;Université de Cergy-Pontoise - CY SUP;Diplômes d'université ou d'établissement;Etudiants (réorientation, mise à niveau);M;Versailles
1;2;Université de Cergy-Pontoise - CY SUP;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);M;Versailles
58;42;Université de Cergy-Pontoise - CY SUP;Licence;Etudiants (réorientation, mise à niveau);F;Versailles
34;23;Université de Cergy-Pontoise - CY SUP;Licence;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Université de Cergy-Pontoise - CY SUP;Licence;Non scolarisés;F;Versailles
1;1;Université de Cergy-Pontoise - CY SUP;Licence;Non scolarisés;M;Versailles
0;;Université de Cergy-Pontoise - CY SUP;Licence professionnelle;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;Université de Cergy-Pontoise - CY SUP;Licence sélective;Etudiants (réorientation, mise à niveau);F;Versailles
0;;Université de Cergy-Pontoise - CY SUP;Master;Etudiants (réorientation, mise à niveau);F;Versailles
0;;Université de Cergy-Pontoise - CY SUP;Master;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Université de Cergy-Pontoise - CY SUP;Semestre passerelle/rebond;Etudiants (réorientation, mise à niveau);M;Versailles
4;3;Université de Versailles - Saint Quentin en Yvelines;Année préparatoire au DAEU;Autres;F;Versailles
1;2;Université de Versailles - Saint Quentin en Yvelines;Année préparatoire au DAEU;Autres;M;Versailles
3;3;Université de Versailles - Saint Quentin en Yvelines;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Versailles
2;2;Université de Versailles - Saint Quentin en Yvelines;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Université de Versailles - Saint Quentin en Yvelines;Autre formation du supérieur;Non scolarisés;F;Versailles
5;5;Université de Versailles - Saint Quentin en Yvelines;Diplômes d'université ou d'établissement;Etudiants (réorientation, mise à niveau);F;Versailles
2;1;Université de Versailles - Saint Quentin en Yvelines;Diplômes d'université ou d'établissement;Etudiants (réorientation, mise à niveau);M;Versailles
3;4;Université de Versailles - Saint Quentin en Yvelines;Etudes de santé;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;Université de Versailles - Saint Quentin en Yvelines;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);F;Versailles
386;337;Université de Versailles - Saint Quentin en Yvelines;Licence;Etudiants (réorientation, mise à niveau);F;Versailles
139;112;Université de Versailles - Saint Quentin en Yvelines;Licence;Etudiants (réorientation, mise à niveau);M;Versailles
8;7;Université de Versailles - Saint Quentin en Yvelines;Licence;Non scolarisés;F;Versailles
2;2;Université de Versailles - Saint Quentin en Yvelines;Licence;Non scolarisés;M;Versailles
0;;Université de Versailles - Saint Quentin en Yvelines;Licence professionnelle;Etudiants (réorientation, mise à niveau);M;Versailles
1;;Université de Versailles - Saint Quentin en Yvelines;Master;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;Université de Versailles - Saint Quentin en Yvelines;Master;Etudiants (réorientation, mise à niveau);M;Versailles
33;32;Université de Versailles - Saint Quentin en Yvelines;Prépa PASS (Médecine, Pharmacie, Sage femme, Dentiste, Kiné);Etudiants (réorientation, mise à niveau);F;Versailles
9;9;Université de Versailles - Saint Quentin en Yvelines;Prépa PASS (Médecine, Pharmacie, Sage femme, Dentiste, Kiné);Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Université de Versailles - Saint Quentin en Yvelines;Prépa PASS (Médecine, Pharmacie, Sage femme, Dentiste, Kiné);Non scolarisés;F;Versailles
1;1;Université de Versailles - Saint Quentin en Yvelines;Prépa PASS (Médecine, Pharmacie, Sage femme, Dentiste, Kiné);Non scolarisés;M;Versailles
0;;Université de Versailles - Saint Quentin en Yvelines;Semestre passerelle/rebond;Etudiants (réorientation, mise à niveau);F;Versailles
0;1;Université d'Evry Val d'Essonne;Année préparatoire à la capacité en droit;Autres;F;Versailles
5;5;Université d'Evry Val d'Essonne;Année préparatoire au DAEU;Autres;F;Versailles
1;;Université d'Evry Val d'Essonne;Année préparatoire au DAEU;Autres;M;Versailles
3;2;Université d'Evry Val d'Essonne;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Université d'Evry Val d'Essonne;CLPES;Etudiants (réorientation, mise à niveau);F;Versailles
0;;Université d'Evry Val d'Essonne;DEUST;Etudiants (réorientation, mise à niveau);F;Versailles
3;3;Université d'Evry Val d'Essonne;DEUST;Etudiants (réorientation, mise à niveau);M;Versailles
4;3;Université d'Evry Val d'Essonne;Diplômes d'université ou d'établissement;Etudiants (réorientation, mise à niveau);F;Versailles
6;5;Université d'Evry Val d'Essonne;Diplômes d'université ou d'établissement;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Université d'Evry Val d'Essonne;Diplômes d'université ou d'établissement;Non scolarisés;M;Versailles
1;1;Université d'Evry Val d'Essonne;Formations préparatoires à l'enseignement supérieur;Non scolarisés;F;Versailles
154;115;Université d'Evry Val d'Essonne;Licence;Etudiants (réorientation, mise à niveau);F;Versailles
118;91;Université d'Evry Val d'Essonne;Licence;Etudiants (réorientation, mise à niveau);M;Versailles
2;2;Université d'Evry Val d'Essonne;Licence;Non scolarisés;F;Versailles
5;3;Université d'Evry Val d'Essonne;Licence;Non scolarisés;M;Versailles
1;;Université d'Evry Val d'Essonne;Licence professionnelle;Etudiants (réorientation, mise à niveau);F;Versailles
2;2;Université d'Evry Val d'Essonne;Licence professionnelle;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Université d'Evry Val d'Essonne;Licence professionnelle;Non scolarisés;F;Versailles
1;1;Université d'Evry Val d'Essonne;Master;Etudiants (réorientation, mise à niveau);F;Versailles
0;;Université d'Evry Val d'Essonne;Master;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Université Gustave Eiffel;Année préparatoire à la capacité en droit;Autres;M;Créteil
7;6;Université Gustave Eiffel;Année préparatoire au DAEU;Autres;F;Créteil
2;1;Université Gustave Eiffel;Année préparatoire au DAEU;Autres;M;Créteil
3;2;Université Gustave Eiffel;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Créteil
2;2;Université Gustave Eiffel;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Créteil
0;;Université Gustave Eiffel;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
4;2;Université Gustave Eiffel;Classe de remise à niveau (Scientifique, pour entrer en BTS, ...);Etudiants (réorientation, mise à niveau);M;Créteil
8;5;Université Gustave Eiffel;Diplômes d'université ou d'établissement;Etudiants (réorientation, mise à niveau);F;Créteil
17;11;Université Gustave Eiffel;Diplômes d'université ou d'établissement;Etudiants (réorientation, mise à niveau);M;Créteil
1;;Université Gustave Eiffel;Diplômes d'université ou d'établissement;Non scolarisés;F;Créteil
1;1;Université Gustave Eiffel;Diplômes d'université ou d'établissement;Non scolarisés;M;Créteil
1;;Université Gustave Eiffel;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);F;Créteil
0;;Université Gustave Eiffel;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);M;Créteil
2;;Université Gustave Eiffel;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);M;Créteil
293;222;Université Gustave Eiffel;Licence;Etudiants (réorientation, mise à niveau);F;Créteil
272;185;Université Gustave Eiffel;Licence;Etudiants (réorientation, mise à niveau);M;Créteil
20;19;Université Gustave Eiffel;Licence;Non scolarisés;F;Créteil
17;16;Université Gustave Eiffel;Licence;Non scolarisés;M;Créteil
5;2;Université Gustave Eiffel;Licence professionnelle;Etudiants (réorientation, mise à niveau);F;Créteil
7;2;Université Gustave Eiffel;Licence professionnelle;Etudiants (réorientation, mise à niveau);M;Créteil
0;;Université Gustave Eiffel;Licence professionnelle;Non scolarisés;F;Créteil
4;4;Université Gustave Eiffel;Master;Etudiants (réorientation, mise à niveau);F;Créteil
3;3;Université Gustave Eiffel;Master;Etudiants (réorientation, mise à niveau);M;Créteil
1;1;Université Gustave Eiffel;Master;Non scolarisés;M;Créteil
2;1;Université Gustave Eiffel;Semestre passerelle/rebond;Etudiants (réorientation, mise à niveau);F;Créteil
0;;Université Panthéon- Assas Paris2 - Antenne Melun;Année préparatoire à la capacité en droit;Autres;F;Créteil
1;;Université Panthéon- Assas Paris2 - Antenne Melun;DEUST;Etudiants (réorientation, mise à niveau);F;Créteil
1;1;Université Panthéon- Assas Paris2 - Antenne Melun;Diplômes d'université ou d'établissement;Etudiants (réorientation, mise à niveau);M;Créteil
0;;Université Panthéon- Assas Paris2 - Antenne Melun;Diplômes d'université ou d'établissement;Non scolarisés;F;Créteil
167;138;Université Panthéon- Assas Paris2 - Antenne Melun;Licence;Etudiants (réorientation, mise à niveau);F;Créteil
82;60;Université Panthéon- Assas Paris2 - Antenne Melun;Licence;Etudiants (réorientation, mise à niveau);M;Créteil
2;2;Université Panthéon- Assas Paris2 - Antenne Melun;Licence;Non scolarisés;F;Créteil
1;1;Université Panthéon- Assas Paris2 - Antenne Melun;Licence;Non scolarisés;M;Créteil
21;18;Université Paris 1 Panthéon Sorbonne;Année préparatoire à la capacité en droit;Autres;F;Paris
