Nb de candidats ayant fait au moins un vœu confirmé PP;Nb de cddt ayant au moins une proposition Parcoursup;Etablissement;Type de formation de la scolarité;Niveau d'études;Type de la classe;Au moins 1 avis favorable en STS (Oui/Non);Cordées de la réussite
27;13;Lycée professionnel Claude Anthime Corbon;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
16;15;Lycée professionnel Claude Anthime Corbon;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
18;14;Lycée professionnel Corvisart-Arts Graphiques;Terminale;Terminale;Autres Diplômes et brevets de niveau 4;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
16;8;Lycée professionnel Corvisart-Arts Graphiques;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
23;14;Lycée professionnel Corvisart-Arts Graphiques;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
5;2;Lycée professionnel Corvisart-Arts Graphiques;Terminale;Terminale;Professionnelle;Non concerné;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
19;14;Lycée professionnel Corvisart-Arts Graphiques;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
6;6;Lycée professionnel Corvisart-Arts Graphiques;Terminale;Terminale;Professionnelle;Oui;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
1;1;Lycée professionnel Edmond Rostand;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
1;;Lycée professionnel Edmond Rostand;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
48;21;Lycée professionnel Erik Satie;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
23;18;Lycée professionnel Erik Satie;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
27;18;Lycée professionnel Etienne Dolet;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
20;15;Lycée professionnel Etienne Dolet;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
19;18;Lycée professionnel Etienne Dolet;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
50;30;Lycée professionnel Galilee;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
5;1;Lycée professionnel Galilee;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
22;21;Lycée professionnel Galilee;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
28;10;Lycée professionnel Gaston Bachelard;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
6;6;Lycée professionnel Gaston Bachelard;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
38;17;Lycée professionnel Gustave Eiffel;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
3;2;Lycée professionnel Gustave Eiffel;Terminale;Terminale;Professionnelle;Non;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
1;2;Lycée professionnel Gustave Eiffel;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
24;23;Lycée professionnel Gustave Eiffel;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
8;8;Lycée professionnel Gustave Eiffel;Terminale;Terminale;Professionnelle;Oui;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
62;30;Lycée professionnel Gustave Ferrie;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
1;1;Lycée professionnel Gustave Ferrie;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
43;43;Lycée professionnel Gustave Ferrie;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
2;2;Lycée professionnel Hector Guimard;Terminale;Terminale;Autres Diplômes et brevets de niveau 4;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
26;17;Lycée professionnel Hector Guimard;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
3;2;Lycée professionnel Hector Guimard;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
19;16;Lycée professionnel Hector Guimard;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
19;14;Lycée professionnel Hôtelier Belliard;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
46;25;Lycée professionnel Marcel Deprez;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
2;3;Lycée professionnel Marcel Deprez;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
36;36;Lycée professionnel Marcel Deprez;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
25;5;Lycée professionnel Maria Deraismes;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
6;2;Lycée professionnel Maria Deraismes;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
1;1;Lycée professionnel Maria Deraismes;Terminale;Terminale;Professionnelle;Non concerné;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
78;57;Lycée professionnel Maria Deraismes;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
26;9;Lycée professionnel Marie Laurencin;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
1;1;Lycée professionnel Marie Laurencin;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
19;18;Lycée professionnel Marie Laurencin;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
12;7;Lycée professionnel Metiers De L'Ameublement;Terminale;Terminale;Autres Diplômes et brevets de niveau 4;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
4;4;Lycée professionnel Metiers De L'Ameublement;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
2;2;Lycée professionnel Metiers De L'Ameublement;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
2;2;Lycée professionnel Metiers De L'Ameublement;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
41;23;Lycée professionnel Nicolas Louis Vauquelin;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
3;2;Lycée professionnel Nicolas Louis Vauquelin;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
12;12;Lycée professionnel Nicolas Louis Vauquelin;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
2;1;Lycée professionnel Octave Feuillet;Terminale;Terminale;Autres Diplômes et brevets de niveau 4;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
1;1;Lycée professionnel Octave Feuillet;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
12;10;Lycée professionnel Octave Feuillet;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
35;7;Lycée professionnel Pierre Lescot;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
15;5;Lycée professionnel Pierre Lescot;Terminale;Terminale;Professionnelle;Non;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
2;1;Lycée professionnel Pierre Lescot;Terminale;Terminale;Professionnelle;Non;Le candidat s'est engagé dans une cordée de la réussite mais il ne souhaite pas transmettre cette information aux formations d'accueil
1;1;Lycée professionnel Pierre Lescot;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
5;5;Lycée professionnel Pierre Lescot;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
18;16;Lycée professionnel Pierre Lescot;Terminale;Terminale;Professionnelle;Oui;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
31;16;Lycée professionnel Régional Abbe Gregoire;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
2;1;Lycée professionnel Régional Abbe Gregoire;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
17;16;Lycée professionnel Régional Abbe Gregoire;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
58;23;Lycée professionnel Rene Cassin;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
3;1;Lycée professionnel Rene Cassin;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
12;12;Lycée professionnel Rene Cassin;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
1;1;Lycée professionnel Theophile Gautier;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
13;9;Lycée professionnel Theophile Gautier;Terminale;Terminale;Professionnelle;Non;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
4;3;Lycée professionnel Theophile Gautier;Terminale;Terminale;Professionnelle;Non;Le candidat s'est engagé dans une cordée de la réussite mais il ne souhaite pas transmettre cette information aux formations d'accueil
0;;Lycée professionnel Theophile Gautier;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
1;2;Lycée professionnel Theophile Gautier;Terminale;Terminale;Professionnelle;Non concerné;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
1;;Lycée professionnel Theophile Gautier;Terminale;Terminale;Professionnelle;Non concerné;Le candidat s'est engagé dans une cordée de la réussite mais il ne souhaite pas transmettre cette information aux formations d'accueil
7;7;Lycée professionnel Theophile Gautier;Terminale;Terminale;Professionnelle;Oui;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
2;1;Lycée professionnel Theophile Gautier;Terminale;Terminale;Professionnelle;Oui;Le candidat s'est engagé dans une cordée de la réussite mais il ne souhaite pas transmettre cette information aux formations d'accueil
33;14;Lycée professionnel Turquetil;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
12;6;Lycée professionnel Turquetil;Terminale;Terminale;Professionnelle;Non;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
12;11;Lycée professionnel Turquetil;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
15;15;Lycée professionnel Turquetil;Terminale;Terminale;Professionnelle;Oui;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
305;292;Lycée RACINE;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
47;36;Lycée RACINE;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
26;13;Lycée Raspail;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
;1;Lycée Raspail;Terminale;Terminale;Professionnelle;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
8;8;Lycée Raspail;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
70;50;Lycée Raspail;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
190;164;Lycée Rodin;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
48;35;Lycée Rodin;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
84;43;Lycée Roger Verlomme;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
24;20;Lycée Roger Verlomme;Terminale;Terminale;Technologique;Non concerné;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
87;75;Lycée Simone Weil;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
4;;Lycée Simone Weil;Terminale;Terminale;Professionnelle;Non;Le candidat ne s'est pas engagé dans une cordée de la réussite
13;5;Lycée Simone Weil;Terminale;Terminale;Professionnelle;Non;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
6;3;Lycée Simone Weil;Terminale;Terminale;Professionnelle;Non;Le candidat s'est engagé dans une cordée de la réussite mais il ne souhaite pas transmettre cette information aux formations d'accueil
1;2;Lycée Simone Weil;Terminale;Terminale;Professionnelle;Non concerné;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
1;1;Lycée Simone Weil;Terminale;Terminale;Professionnelle;Non concerné;Le candidat s'est engagé dans une cordée de la réussite mais il ne souhaite pas transmettre cette information aux formations d'accueil
5;5;Lycée Simone Weil;Terminale;Terminale;Professionnelle;Oui;Le candidat ne s'est pas engagé dans une cordée de la réussite
21;21;Lycée Simone Weil;Terminale;Terminale;Professionnelle;Oui;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
3;3;Lycée Simone Weil;Terminale;Terminale;Professionnelle;Oui;Le candidat s'est engagé dans une cordée de la réussite mais il ne souhaite pas transmettre cette information aux formations d'accueil
28;22;Lycée Simone Weil;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
242;229;Lycée Sophie Germain;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
27;18;Lycée Sophie Germain;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
174;168;Lycée Turgot;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
38;30;Lycée Turgot;Terminale;Terminale;Technologique;Non concerné;Le candidat s'est engagé dans une cordée de la réussite et souhaite transmettre cette information aux formations d'accueil
9;8;Lycée Turgot;Terminale;Terminale;Technologique;Non concerné;Le candidat s'est engagé dans une cordée de la réussite mais il ne souhaite pas transmettre cette information aux formations d'accueil
330;306;Lycée Victor Duruy;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
140;139;Lycée Victor Hugo;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
23;19;Lycée Victor Hugo;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
263;229;Lycée Voltaire;Terminale;Terminale;Générale;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
26;19;Lycée Voltaire;Terminale;Terminale;Technologique;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
1;1;Regroupement IFSI Université Paris Cité;Terminale;Terminale;Autres Diplômes et brevets de niveau 4;Non concerné;Le candidat ne s'est pas engagé dans une cordée de la réussite
